Horario,URL,Tempo_ms,Status_HTTP
2025-07-13 19:56:03,https://google.com,784.6593856811523,200
2025-07-13 19:56:09,https://google.com,771.7015743255615,200
2025-07-13 19:56:14,https://google.com,865.2486801147461,200
2025-07-13 20:50:49,https://google.com,1820.4803466796875,200
2025-07-13 20:50:55,https://google.com,768.6295509338379,200
2025-07-13 20:51:01,https://google.com,784.3892574310303,200
2025-07-13 21:11:38,https://google.com,1129.9307346343994,200
2025-07-13 21:11:44,https://google.com,1009.2709064483643,200
2025-07-13 21:11:52,https://google.com,2444.525957107544,200
2025-07-13 21:53:32,https://google.com,488.0334000044968,200
2025-07-13 21:53:37,https://google.com,370.35589999868535,200
2025-07-13 21:53:43,https://google.com,400.634399993578,200
